Order_ID,Order_Date,Warehouse_ID,Product_ID,Product_Category,Units_Ordered,Unit_Cost,Total_sales,Transport_Mode,Distance_km,Delivery_Time_days,Stock_Availability,Delivery_Status
O13986,2023-05-05,WH-007,P90708,Automotive,23,231.63,5327.49,Road,614,1,No,Delayed
O13987,2023-10-23,WH-008,P41589,Electronics,50,257.12,12856.0,Rail,81,10,No,On-Time
O13988,2023-11-17,WH-003,P33329,Toys,38,271.03,10299.14,Rail,920,10,No,Cancelled
O13989,2023-04-29,WH-001,P99118,Automotive,10,50.05,500.5,Sea,162,9,Yes,Cancelled
O13990,2023-06-02,WH-002,P80802,Toys,29,391.03,11339.869999999999,Air,235,2,No,Cancelled
O13991,2023-08-02,WH-003,P24388,Furniture,11,324.53,3569.83,Road,1144,12,No,Delayed
O13992,2023-06-03,WH-007,P11747,Groceries,20,424.21,8484.199999999999,Sea,639,7,No,Delayed
O13993,2023-01-20,WH-001,P90224,Apparel,39,139.53,5441.67,Sea,275,4,No,Delayed
O13994,2023-07-17,WH-004,P46035,Groceries,46,388.87,17888.02,Road,283,1,No,On-Time
O13995,2023-12-15,WH-007,P87004,Apparel,12,65.04,780.48,Sea,1984,8,No,On-Time
O13996,2023-05-05,WH-002,P26055,Groceries,8,219.5,1756.0,Air,149,8,Yes,Delayed
O13997,2023-03-24,WH-005,P61609,Groceries,26,344.96,8968.96,Rail,88,8,No,Delayed
O13998,2023-08-18,WH-001,P79764,Toys,10,218.24,2182.4,Road,451,1,No,On-Time
O13999,2023-02-01,WH-001,P78500,Groceries,17,331.44,5634.48,Sea,886,14,Yes,On-Time
O14000,2023-12-28,WH-004,P84681,Toys,35,288.63,10102.05,Road,547,9,Yes,Delayed
O14001,2023-08-29,WH-004,P60981,Automotive,18,156.38,2814.84,Rail,344,6,Yes,Cancelled
O14002,2023-01-01,WH-009,P87129,Apparel,1,299.39,299.39,Rail,1903,2,No,Delayed
O14003,2023-03-20,WH-006,P12155,Automotive,37,281.42,10412.54,Sea,270,10,No,On-Time
O14004,2023-01-07,WH-010,P30683,Toys,48,8.42,404.15999999999997,Road,1481,13,No,On-Time
O14005,2023-11-18,WH-002,P10188,Groceries,26,88.38,2297.88,Rail,632,4,No,On-Time
O14006,2023-11-17,WH-010,P50708,Apparel,16,403.63,6458.08,Sea,1481,13,Yes,Cancelled
O14007,2023-02-22,WH-003,P69077,Automotive,2,277.74,555.48,Road,1550,14,No,Delayed
O14008,2023-08-31,WH-006,P88588,Electronics,30,31.99,959.6999999999999,Road,1895,15,No,Delayed
O14009,2023-05-03,WH-006,P52669,Groceries,7,113.83,796.81,Sea,1413,9,No,On-Time
O14010,2023-05-07,WH-001,P36246,Apparel,42,480.55,20183.100000000002,Rail,669,10,No,Delayed
O14011,2023-10-31,WH-010,P41021,Electronics,38,363.7,13820.6,Road,1864,11,Yes,Delayed
O14012,2023-04-22,WH-007,P83460,Groceries,31,109.89,3406.59,Sea,1194,12,No,Cancelled
O14013,2023-04-01,WH-006,P58389,Toys,42,133.81,5620.02,Road,1486,2,Yes,Delayed
O14014,2023-11-21,WH-003,P83647,Apparel,28,245.71,6879.88,Road,557,3,Yes,Cancelled
O14015,2023-11-04,WH-010,P92604,Automotive,22,382.67,8418.74,Sea,241,11,Yes,Delayed
O14016,2023-08-27,WH-002,P43533,Electronics,34,192.81,6555.54,Air,933,4,No,Delayed
O14017,2023-05-11,WH-010,P52245,Toys,48,328.44,15765.119999999999,Road,707,8,No,Cancelled
O14018,2023-08-09,WH-005,P57855,Toys,27,435.58,11760.66,Road,591,13,No,On-Time
O14019,2023-01-02,WH-002,P93020,Automotive,47,130.68,6141.96,Road,1879,15,Yes,On-Time
O14020,2023-09-09,WH-009,P31085,Groceries,22,452.79,9961.380000000001,Road,538,1,Yes,On-Time
O14021,2023-07-30,WH-007,P89583,Furniture,31,426.85,13232.35,Air,877,11,Yes,On-Time
O14022,2023-01-13,WH-002,P41085,Apparel,25,238.24,5956.0,Sea,305,14,Yes,Cancelled
O14023,2023-06-17,WH-008,P85179,Automotive,22,164.33,3615.26,Rail,1028,14,Yes,Cancelled
O14024,2023-04-27,WH-008,P24875,Groceries,28,345.38,9670.64,Rail,1558,5,Yes,Cancelled
O14025,2023-04-06,WH-005,P35120,Electronics,38,291.63,11081.94,Rail,286,2,Yes,Delayed
O14026,2023-06-16,WH-004,P41981,Furniture,29,301.45,8742.05,Rail,979,7,Yes,Cancelled
O14027,2023-11-21,WH-008,P79686,Furniture,46,393.1,18082.600000000002,Sea,691,11,No,Cancelled
O14028,2023-12-03,WH-009,P58507,Automotive,49,344.75,16892.75,Rail,1333,11,Yes,Cancelled
O14029,2023-04-01,WH-002,P55939,Automotive,10,108.82,1088.1999999999998,Sea,554,5,No,Cancelled
O14030,2023-06-21,WH-009,P86597,Toys,34,366.61,12464.74,Road,469,8,Yes,On-Time
O14031,2023-06-06,WH-005,P95297,Toys,33,493.02,16269.66,Air,1541,14,Yes,On-Time
O14032,2023-03-18,WH-004,P25053,Groceries,7,48.73,341.10999999999996,Air,1521,14,No,Cancelled
O14033,2023-08-12,WH-009,P72802,Toys,10,134.34,1343.4,Air,1446,14,No,Delayed
O14034,2023-03-15,WH-002,P58719,Automotive,3,292.87,878.61,Rail,1829,9,Yes,On-Time
O14035,2023-05-01,WH-003,P89564,Toys,25,139.92,3497.9999999999995,Sea,1752,15,Yes,On-Time
O14036,2023-04-28,WH-005,P98440,Electronics,27,224.87,6071.49,Air,1552,10,Yes,On-Time
O14037,2024-01-01,WH-003,P20029,Groceries,24,163.61,3926.6400000000003,Rail,1449,2,Yes,Delayed
O14038,2023-03-26,WH-005,P41608,Apparel,11,149.57,1645.27,Road,1338,3,No,Cancelled
O14039,2023-08-10,WH-008,P45714,Apparel,41,248.99,10208.59,Air,1301,3,No,On-Time
O14040,2023-10-01,WH-007,P19633,Apparel,40,402.89,16115.599999999999,Rail,744,10,Yes,On-Time
O14041,2023-04-03,WH-009,P23073,Apparel,45,188.16,8467.2,Rail,512,8,No,Cancelled
O14042,2023-07-13,WH-002,P93035,Toys,5,337.08,1685.3999999999999,Sea,1834,11,Yes,Cancelled
O14043,2023-07-23,WH-007,P40388,Electronics,15,299.02,4485.299999999999,Road,462,15,Yes,Cancelled
O14044,2023-10-03,WH-006,P99356,Electronics,26,85.76,2229.76,Road,362,10,No,Cancelled
O14045,2023-02-25,WH-005,P21685,Groceries,40,50.36,2014.4,Sea,1286,10,No,Delayed
O14046,2023-07-15,WH-004,P52160,Groceries,48,113.99,5471.5199999999995,Sea,1029,10,Yes,Cancelled
O14047,2023-01-22,WH-005,P50640,Electronics,21,77.56,1628.76,Road,1398,9,No,On-Time
O14048,2023-07-04,WH-005,P78271,Apparel,10,159.69,1596.9,Air,1150,14,Yes,On-Time
O14049,2023-03-02,WH-010,P67912,Electronics,27,419.87,11336.49,Sea,1052,1,Yes,Cancelled
O14050,2023-06-27,WH-002,P71766,Groceries,36,476.34,17148.239999999998,Road,843,5,Yes,Delayed
O14051,2023-05-29,WH-009,P92706,Electronics,6,465.25,2791.5,Sea,816,1,No,On-Time
O14052,2023-07-08,WH-004,P49629,Furniture,42,374.22,15717.240000000002,Rail,193,3,No,On-Time
O14053,2023-12-03,WH-002,P56139,Groceries,30,29.81,894.3,Rail,1703,9,No,On-Time
O14054,2023-06-18,WH-001,P51743,Furniture,6,291.6,1749.6000000000001,Road,1278,2,Yes,Delayed
O14055,2023-08-15,WH-006,P66909,Automotive,15,307.89,4618.349999999999,Road,155,14,Yes,Cancelled
O14056,2023-08-28,WH-004,P86563,Toys,32,455.57,14578.24,Sea,297,7,No,On-Time
O14057,2023-05-26,WH-010,P99132,Toys,23,230.1,5292.3,Sea,1776,15,No,Cancelled
O14058,2023-05-06,WH-005,P61154,Groceries,31,76.4,2368.4,Road,1455,2,Yes,Cancelled
O14059,2023-02-19,WH-008,P36666,Apparel,48,9.4,451.20000000000005,Rail,233,1,No,Cancelled
O14060,2023-04-11,WH-003,P35285,Electronics,45,128.55,5784.750000000001,Rail,1995,13,No,On-Time
O14061,2023-01-16,WH-003,P35886,Electronics,43,67.85,2917.5499999999997,Road,1696,8,Yes,Cancelled
O14062,2023-10-19,WH-009,P54401,Toys,1,45.39,45.39,Road,1666,15,No,On-Time
O14063,2023-08-25,WH-007,P47435,Automotive,44,275.43,12118.92,Rail,121,5,No,On-Time
O14064,2023-02-25,WH-010,P22422,Automotive,21,269.85,5666.85,Air,1525,13,Yes,Cancelled
O14065,2023-12-04,WH-010,P59946,Apparel,26,282.03,7332.779999999999,Rail,1895,9,Yes,Cancelled
O14066,2023-01-17,WH-007,P91495,Automotive,48,90.02,4320.96,Rail,138,5,No,Delayed
O14067,2023-01-07,WH-006,P94403,Furniture,49,431.56,21146.44,Sea,1279,4,No,On-Time
O14068,2023-07-25,WH-002,P84878,Automotive,18,56.22,1011.96,Sea,198,4,No,Delayed
O14069,2023-01-23,WH-006,P35557,Furniture,49,349.67,17133.83,Road,1037,9,No,On-Time
O14070,2023-12-27,WH-001,P53635,Automotive,8,210.83,1686.64,Sea,449,5,No,On-Time
O14071,2023-09-26,WH-007,P40012,Groceries,25,72.51,1812.7500000000002,Road,267,9,Yes,Cancelled
O14072,2023-10-26,WH-010,P65020,Furniture,19,77.6,1474.3999999999999,Air,404,15,Yes,Cancelled
O14073,2023-12-15,WH-007,P17052,Toys,38,416.05,15809.9,Road,97,5,No,Cancelled
O14074,2023-09-22,WH-009,P62452,Toys,27,152.79,4125.33,Rail,867,13,No,Delayed
O14075,2023-11-29,WH-002,P96457,Electronics,24,191.51,4596.24,Sea,1402,7,No,On-Time
O14076,2023-07-06,WH-005,P73204,Automotive,42,313.33,13159.859999999999,Rail,1947,1,No,Cancelled
O14077,2023-01-28,WH-009,P25210,Toys,31,246.38,7637.78,Sea,244,8,Yes,Cancelled
O14078,2023-06-25,WH-005,P94103,Furniture,11,469.45,5163.95,Sea,477,4,No,Cancelled
O14079,2023-07-20,WH-005,P71968,Toys,43,176.89,7606.2699999999995,Road,1557,7,No,Delayed
O14080,2023-09-04,WH-003,P87659,Furniture,21,37.6,789.6,Rail,247,10,Yes,On-Time
O14081,2023-10-28,WH-002,P69661,Furniture,12,359.79,4317.4800000000005,Air,1877,15,Yes,Cancelled
O14082,2023-04-13,WH-006,P45057,Automotive,28,195.61,5477.08,Road,1305,15,No,Delayed
O14083,2023-07-02,WH-002,P27369,Electronics,1,340.66,340.66,Sea,1072,5,Yes,On-Time
O14084,2023-02-27,WH-002,P27340,Toys,12,146.66,1759.92,Road,1516,13,Yes,On-Time
O14085,2023-09-27,WH-010,P23624,Furniture,6,126.07,756.42,Air,1138,2,Yes,Cancelled
O14086,2023-08-02,WH-006,P27643,Automotive,40,413.43,16537.2,Rail,1815,7,Yes,Cancelled
O14087,2023-08-13,WH-008,P47083,Toys,22,395.49,8700.78,Sea,1403,10,No,On-Time
O14088,2023-05-11,WH-002,P33476,Toys,18,200.34,3606.12,Road,260,10,No,On-Time
O14089,2023-06-27,WH-008,P40872,Toys,19,271.5,5158.5,Rail,412,8,No,Cancelled
O14090,2023-12-31,WH-005,P19274,Apparel,17,472.03,8024.509999999999,Road,307,12,Yes,On-Time
O14091,2023-10-13,WH-007,P86265,Automotive,33,191.34,6314.22,Road,560,10,No,On-Time
O14092,2023-12-02,WH-006,P94018,Groceries,17,22.34,379.78,Rail,1402,3,No,Cancelled
O14093,2023-04-25,WH-002,P22422,Toys,33,267.89,8840.369999999999,Road,575,14,No,Delayed
O14094,2023-02-17,WH-006,P31988,Groceries,44,183.26,8063.44,Rail,661,10,No,Delayed
O14095,2023-07-03,WH-010,P68268,Furniture,36,246.83,8885.880000000001,Air,912,2,Yes,On-Time
O14096,2023-02-16,WH-003,P38655,Automotive,26,204.82,5325.32,Air,872,2,No,Cancelled
O14097,2023-02-11,WH-007,P99230,Automotive,49,416.06,20386.94,Road,1334,10,Yes,Delayed
O14098,2023-04-15,WH-003,P60400,Electronics,41,256.29,10507.890000000001,Sea,1370,12,Yes,On-Time
O14099,2023-09-01,WH-009,P39440,Furniture,24,137.71,3305.04,Sea,863,7,Yes,On-Time
O14100,2023-01-01,WH-009,P26634,Furniture,8,374.7,2997.6,Road,1268,15,Yes,Delayed
O14101,2023-05-30,WH-010,P78532,Furniture,19,260.93,4957.67,Sea,732,2,No,Delayed
O14102,2023-10-17,WH-007,P26817,Apparel,38,103.49,3932.62,Rail,1344,4,No,On-Time
O14103,2023-09-29,WH-009,P32081,Toys,35,369.13,12919.55,Rail,301,13,No,Delayed
O14104,2023-07-31,WH-010,P89860,Furniture,10,254.48,2544.7999999999997,Road,208,8,Yes,Cancelled
O14105,2023-04-08,WH-010,P30136,Furniture,49,385.09,18869.41,Sea,158,4,No,Delayed
O14106,2023-10-14,WH-005,P83453,Automotive,16,6.89,110.24,Sea,679,7,No,Delayed
O14107,2023-12-14,WH-004,P81871,Electronics,24,411.22,9869.28,Rail,1181,11,No,Cancelled
O14108,2023-07-11,WH-004,P85276,Groceries,25,336.92,8423.0,Air,703,10,Yes,Delayed
O14109,2023-01-30,WH-009,P51097,Furniture,9,376.35,3387.15,Road,443,9,No,Delayed
O14110,2023-04-12,WH-007,P67026,Toys,12,490.14,5881.68,Road,1418,3,Yes,Cancelled
O14111,2023-08-10,WH-002,P49047,Toys,27,358.52,9680.039999999999,Rail,94,1,Yes,Delayed
O14112,2023-10-17,WH-008,P30398,Furniture,45,172.43,7759.35,Rail,1382,13,Yes,Delayed
O14113,2023-12-26,WH-001,P91915,Furniture,37,36.14,1337.18,Rail,1985,13,Yes,Delayed
O14114,2023-05-27,WH-002,P85298,Furniture,43,480.43,20658.49,Rail,436,2,Yes,On-Time
O14115,2023-10-06,WH-001,P50012,Electronics,6,58.03,348.18,Road,552,1,No,On-Time
O14116,2023-12-01,WH-008,P51660,Groceries,3,390.21,1170.6299999999999,Air,642,8,Yes,Cancelled
O14117,2023-12-02,WH-004,P78124,Furniture,36,377.82,13601.52,Road,1893,7,No,Cancelled
O14118,2023-06-18,WH-006,P86894,Groceries,12,126.21,1514.52,Sea,1530,12,Yes,Delayed
O14119,2023-01-10,WH-005,P23971,Electronics,22,481.53,10593.66,Road,787,1,No,Cancelled
O14120,2023-09-19,WH-001,P53073,Furniture,50,16.88,844.0,Sea,664,2,No,On-Time
O14121,2023-06-24,WH-008,P10388,Electronics,46,229.56,10559.76,Road,296,8,Yes,On-Time
O14122,2023-12-28,WH-004,P13240,Toys,8,289.01,2312.08,Sea,1059,3,No,Delayed
O14123,2023-08-23,WH-001,P46472,Furniture,21,223.11,4685.31,Air,273,13,No,Delayed
O14124,2023-07-25,WH-008,P85830,Furniture,29,384.83,11160.07,Road,1273,4,Yes,Cancelled
O14125,2023-02-08,WH-005,P95678,Electronics,7,162.74,1139.18,Rail,1941,10,No,Delayed
O14126,2023-05-15,WH-005,P91966,Groceries,18,156.26,2812.68,Road,1896,11,Yes,Cancelled
O14127,2023-08-11,WH-005,P92788,Apparel,26,442.6,11507.6,Rail,1439,11,Yes,Delayed
O14128,2023-01-10,WH-003,P54384,Furniture,17,402.36,6840.12,Sea,409,2,No,Delayed
O14129,2023-10-12,WH-004,P32854,Furniture,45,367.88,16554.6,Air,1801,11,No,On-Time
O14130,2023-08-04,WH-007,P57160,Apparel,45,400.63,18028.35,Sea,586,5,No,Delayed
O14131,2023-03-30,WH-002,P41268,Furniture,17,347.23,5902.91,Road,1855,10,Yes,Cancelled
O14132,2023-07-08,WH-002,P94705,Automotive,40,126.16,5046.4,Rail,456,5,No,Delayed
O14133,2023-04-17,WH-004,P60915,Groceries,49,400.87,19642.63,Sea,580,8,Yes,On-Time
O14134,2023-02-15,WH-004,P50025,Electronics,6,216.52,1299.1200000000001,Rail,950,12,No,Cancelled
O14135,2023-05-09,WH-006,P39614,Apparel,45,358.07,16113.15,Sea,1224,11,Yes,Cancelled
O14136,2023-09-28,WH-005,P26413,Furniture,10,325.04,3250.4,Sea,215,9,Yes,Cancelled
O14137,2023-08-12,WH-007,P87568,Groceries,31,344.56,10681.36,Air,515,14,No,Delayed
O14138,2023-09-27,WH-008,P83591,Electronics,22,56.59,1244.98,Air,770,15,No,Delayed
O14139,2023-06-23,WH-010,P82344,Automotive,17,10.64,180.88,Sea,1473,9,Yes,Cancelled
O14140,2023-01-30,WH-006,P51257,Electronics,4,215.45,861.8,Air,351,6,Yes,On-Time
O14141,2023-07-20,WH-005,P59370,Toys,35,429.32,15026.199999999999,Road,322,8,Yes,On-Time
O14142,2023-06-13,WH-010,P20565,Apparel,23,481.59,11076.57,Sea,1540,2,Yes,Delayed
O14143,2023-12-13,WH-004,P18412,Electronics,2,424.32,848.64,Air,1139,11,No,Cancelled
O14144,2023-05-28,WH-005,P13309,Automotive,39,119.19,4648.41,Road,1564,14,No,Delayed
O14145,2023-02-03,WH-006,P77169,Toys,27,36.41,983.0699999999999,Road,1211,10,No,On-Time
O14146,2023-12-11,WH-003,P61143,Toys,48,316.94,15213.119999999999,Road,1453,10,No,On-Time
O14147,2023-03-20,WH-009,P97459,Electronics,8,319.13,2553.04,Air,565,10,Yes,Delayed
O14148,2023-11-07,WH-005,P18266,Groceries,43,226.58,9742.94,Rail,346,3,No,Delayed
O14149,2023-06-06,WH-002,P88637,Toys,13,344.23,4474.99,Road,1667,7,No,On-Time
O14150,2023-01-16,WH-001,P24507,Toys,44,201.59,8869.960000000001,Road,1016,15,No,Delayed
O14151,2023-09-26,WH-010,P39125,Apparel,43,238.15,10240.45,Sea,477,3,No,On-Time
O14152,2023-01-29,WH-003,P14049,Furniture,33,144.61,4772.13,Rail,1119,14,No,Delayed
O14153,2023-01-13,WH-005,P38036,Automotive,18,26.35,474.3,Road,833,15,Yes,On-Time
O14154,2023-01-07,WH-004,P64960,Toys,16,293.63,4698.08,Rail,482,4,Yes,Cancelled
O14155,2023-03-19,WH-004,P47453,Toys,28,495.11,13863.08,Air,79,5,No,Delayed
O14156,2023-07-19,WH-006,P76272,Automotive,41,367.5,15067.5,Rail,771,4,Yes,Cancelled
O14157,2023-12-05,WH-007,P55308,Automotive,26,296.46,7707.959999999999,Rail,1808,2,No,Cancelled
O14158,2023-12-21,WH-003,P89845,Apparel,37,344.43,12743.91,Sea,553,11,No,On-Time
O14159,2023-07-30,WH-006,P55100,Toys,26,294.62,7660.12,Sea,1351,9,No,On-Time
O14160,2023-06-20,WH-001,P95494,Toys,1,132.33,132.33,Road,643,2,Yes,Cancelled
O14161,2023-09-24,WH-010,P90367,Automotive,47,31.78,1493.66,Sea,1042,3,No,Cancelled
O14162,2023-02-01,WH-009,P96129,Apparel,27,40.88,1103.76,Rail,1694,1,Yes,Delayed
O14163,2023-04-06,WH-002,P52789,Electronics,10,218.93,2189.3,Rail,1532,15,Yes,On-Time
O14164,2023-08-10,WH-009,P46480,Automotive,28,308.76,8645.279999999999,Sea,1751,11,No,Delayed
O14165,2023-07-25,WH-002,P67285,Toys,21,43.75,918.75,Air,587,3,Yes,Delayed
O14166,2023-08-21,WH-004,P10227,Automotive,21,15.18,318.78,Road,1890,1,No,Delayed
O14167,2023-01-27,WH-005,P78492,Groceries,50,343.72,17186.0,Air,1255,14,No,Cancelled
O14168,2023-08-18,WH-002,P84899,Electronics,24,310.99,7463.76,Sea,511,9,No,Cancelled
O14169,2023-01-18,WH-003,P35854,Apparel,36,73.79,2656.44,Sea,906,3,No,On-Time
O14170,2023-01-21,WH-005,P54448,Furniture,5,225.88,1129.4,Rail,1245,14,No,On-Time
O14171,2023-05-23,WH-001,P82387,Groceries,42,295.55,12413.1,Road,575,7,Yes,Delayed
O14172,2023-12-16,WH-006,P46677,Groceries,5,50.7,253.5,Rail,1816,6,No,Delayed
O14173,2023-12-05,WH-010,P96172,Furniture,30,269.79,8093.700000000001,Sea,315,3,No,On-Time
O14174,2023-10-18,WH-004,P98437,Furniture,44,130.86,5757.84,Sea,930,12,No,On-Time
O14175,2023-08-20,WH-009,P87024,Apparel,10,52.22,522.2,Road,301,14,Yes,On-Time
O14176,2023-08-27,WH-008,P71242,Toys,38,415.63,15793.94,Sea,744,5,Yes,On-Time
O14177,2023-07-12,WH-006,P73408,Automotive,14,82.19,1150.6599999999999,Sea,1132,6,Yes,On-Time
O14178,2023-10-06,WH-006,P33813,Groceries,40,148.77,5950.8,Rail,159,13,No,Cancelled
O14179,2023-12-24,WH-002,P28655,Groceries,14,297.99,4171.860000000001,Rail,577,9,Yes,Delayed
O14180,2023-11-07,WH-010,P11432,Furniture,2,366.08,732.16,Road,1387,8,No,Cancelled
O14181,2023-06-03,WH-008,P93640,Toys,31,353.2,10949.199999999999,Air,133,14,No,On-Time
O14182,2023-03-23,WH-003,P50606,Toys,35,288.14,10084.9,Rail,203,6,No,Cancelled
O14183,2023-02-28,WH-002,P18729,Furniture,5,206.56,1032.8,Sea,725,12,Yes,Delayed
O14184,2023-12-14,WH-008,P29481,Toys,26,385.94,10034.44,Road,397,5,No,On-Time
O14185,2023-06-26,WH-007,P78689,Furniture,22,408.74,8992.28,Road,164,3,Yes,Cancelled
O14186,2023-05-19,WH-006,P68429,Electronics,7,86.24,603.68,Road,1850,15,No,Cancelled
O14187,2023-07-15,WH-001,P57032,Automotive,31,53.24,1650.44,Road,340,3,No,On-Time
O14188,2023-06-30,WH-007,P22705,Automotive,31,118.72,3680.32,Road,474,13,Yes,Delayed
O14189,2023-11-21,WH-008,P97974,Groceries,50,44.41,2220.5,Sea,715,11,No,Delayed
O14190,2023-08-09,WH-008,P35780,Toys,39,404.98,15794.220000000001,Sea,1911,12,Yes,Cancelled
O14191,2023-07-17,WH-006,P64926,Toys,36,96.82,3485.5199999999995,Sea,468,8,Yes,Delayed
O14192,2023-07-13,WH-007,P47792,Apparel,17,66.14,1124.38,Rail,1042,11,No,Cancelled
O14193,2023-10-22,WH-002,P71981,Furniture,34,377.07,12820.38,Sea,731,4,Yes,Cancelled
O14194,2023-03-22,WH-008,P96507,Groceries,19,206.53,3924.07,Sea,793,11,Yes,On-Time
O14195,2023-10-30,WH-008,P39786,Apparel,3,459.43,1378.29,Rail,294,2,Yes,On-Time
O14196,2023-05-01,WH-005,P39406,Groceries,20,133.52,2670.4,Road,1012,9,Yes,On-Time
O14197,2023-04-01,WH-009,P72501,Electronics,30,109.07,3272.1,Sea,1223,12,Yes,On-Time
O14198,2023-01-24,WH-003,P99757,Groceries,19,19.09,362.71,Road,972,11,No,Delayed
O14199,2023-03-23,WH-008,P75853,Automotive,16,247.25,3956.0,Rail,1361,11,Yes,On-Time
O14200,2023-01-23,WH-002,P75798,Toys,7,176.22,1233.54,Sea,946,5,Yes,Cancelled
O14201,2023-04-16,WH-003,P22167,Electronics,3,105.81,317.43,Sea,719,10,No,Delayed
O14202,2023-09-03,WH-007,P81247,Toys,36,382.25,13761.0,Road,828,14,Yes,Cancelled
O14203,2023-12-25,WH-004,P90059,Automotive,38,266.91,10142.580000000002,Road,1120,6,No,Cancelled
O14204,2023-02-17,WH-010,P37092,Toys,50,423.74,21187.0,Road,1095,4,No,On-Time
O14205,2023-03-30,WH-002,P75482,Automotive,13,181.64,2361.3199999999997,Sea,1004,3,Yes,On-Time
O14206,2023-11-15,WH-002,P87478,Toys,46,335.9,15451.4,Sea,1492,7,Yes,Delayed
O14207,2023-05-08,WH-006,P97116,Automotive,40,53.18,2127.2,Sea,566,1,No,Delayed
O14208,2023-01-01,WH-006,P31331,Apparel,49,126.7,6208.3,Road,838,8,Yes,Delayed
O14209,2023-03-11,WH-009,P66807,Toys,15,31.77,476.55,Air,64,13,Yes,Cancelled
O14210,2023-08-02,WH-008,P21380,Electronics,25,7.21,180.25,Sea,1548,1,No,Delayed
O14211,2023-05-30,WH-005,P61611,Electronics,27,384.49,10381.23,Sea,1187,11,Yes,Cancelled
O14212,2023-09-12,WH-005,P72843,Groceries,44,134.3,5909.200000000001,Road,70,13,No,Cancelled
O14213,2023-02-02,WH-001,P86228,Groceries,20,97.27,1945.3999999999999,Air,659,3,No,Delayed
O14214,2023-02-13,WH-004,P18917,Toys,6,251.52,1509.1200000000001,Rail,1582,1,Yes,Cancelled
O14215,2023-10-06,WH-009,P37483,Groceries,12,335.78,4029.3599999999997,Air,602,5,Yes,On-Time
O14216,2023-06-07,WH-007,P13551,Apparel,17,368.89,6271.13,Rail,278,3,Yes,On-Time
O14217,2023-10-02,WH-007,P82138,Electronics,11,414.52,4559.719999999999,Rail,186,1,Yes,On-Time
O14218,2023-05-02,WH-003,P73066,Apparel,31,395.73,12267.630000000001,Sea,1850,10,No,Cancelled
O14219,2023-12-22,WH-002,P44938,Apparel,27,490.71,13249.17,Air,1102,6,No,Cancelled
O14220,2023-06-23,WH-004,P72162,Automotive,9,61.38,552.4200000000001,Rail,1351,14,Yes,Delayed
O14221,2023-08-02,WH-001,P57472,Furniture,28,360.17,10084.76,Air,1057,14,No,Cancelled
O14222,2023-10-14,WH-006,P96487,Electronics,25,280.11,7002.75,Rail,1634,5,Yes,On-Time
O14223,2023-01-16,WH-001,P93925,Apparel,48,201.15,9655.2,Road,267,3,Yes,Cancelled
O14224,2023-02-25,WH-002,P90252,Electronics,31,447.71,13879.01,Road,343,13,No,Delayed
O14225,2023-09-19,WH-005,P46246,Furniture,48,381.73,18323.04,Rail,830,11,No,On-Time
O14226,2023-08-23,WH-001,P17152,Apparel,7,65.08,455.56,Road,609,5,No,Cancelled
O14227,2023-05-11,WH-006,P86846,Electronics,28,222.82,6238.96,Road,1609,3,Yes,On-Time
O14228,2023-09-26,WH-004,P90725,Groceries,41,349.04,14310.640000000001,Air,1914,11,Yes,Delayed
O14229,2023-11-14,WH-008,P53917,Furniture,12,345.45,4145.4,Road,496,4,No,Cancelled
O14230,2023-04-01,WH-004,P49363,Toys,23,287.89,6621.469999999999,Sea,1855,11,No,On-Time
O14231,2023-06-12,WH-002,P74639,Electronics,24,324.24,7781.76,Rail,444,8,No,Delayed
O14232,2023-02-12,WH-004,P59230,Furniture,32,333.6,10675.2,Air,1747,8,Yes,On-Time
O14233,2023-08-29,WH-008,P66324,Automotive,36,240.4,8654.4,Sea,306,13,Yes,Cancelled
O14234,2023-08-22,WH-005,P59992,Toys,22,309.44,6807.68,Air,718,5,No,On-Time
O14235,2023-11-22,WH-003,P80214,Electronics,45,54.36,2446.2,Sea,1634,5,Yes,Delayed
O14236,2023-01-18,WH-001,P43486,Automotive,20,345.69,6913.8,Sea,564,2,Yes,Delayed
O14237,2023-07-11,WH-004,P79944,Automotive,38,340.55,12940.9,Sea,491,4,Yes,Cancelled
O14238,2023-04-28,WH-009,P16214,Automotive,28,328.47,9197.16,Road,853,14,No,Cancelled
O14239,2023-10-23,WH-007,P59104,Toys,23,13.09,301.07,Road,616,11,Yes,On-Time
O14240,2023-02-26,WH-005,P55740,Apparel,48,315.8,15158.400000000001,Air,1757,5,No,On-Time
O14241,2023-06-06,WH-006,P80827,Electronics,39,7.62,297.18,Road,1799,4,No,On-Time
O14242,2023-09-23,WH-010,P60747,Toys,44,228.7,10062.8,Air,79,1,No,Delayed
O14243,2023-11-14,WH-007,P36990,Apparel,13,31.99,415.87,Sea,376,14,Yes,Cancelled
O14244,2023-07-09,WH-001,P59355,Apparel,3,130.12,390.36,Rail,1659,3,Yes,Cancelled
O14245,2023-10-07,WH-002,P29357,Apparel,46,73.05,3360.2999999999997,Road,1597,5,No,Cancelled
O14246,2023-11-10,WH-009,P50789,Toys,4,314.1,1256.4,Sea,327,6,No,On-Time
O14247,2023-06-17,WH-010,P16646,Apparel,28,373.59,10460.519999999999,Road,82,13,Yes,On-Time
O14248,2023-07-11,WH-005,P77847,Furniture,2,228.91,457.82,Sea,1292,6,Yes,Delayed
