Order_ID,Order_Date,Warehouse_ID,Product_ID,Product_Category,Units_Ordered,Unit_Cost,Transport_Mode,Distance_km,Delivery_Time_days,Stock_Availability,Delivery_Status
O14403,2023-10-27,WH-004,P64963,Electronics,12,69.25,Air,1076,6,Yes,On-Time
O14404,2023-04-20,WH-008,P30903,Furniture,37,403.56,Rail,718,8,Yes,Cancelled
O14405,2023-12-01,WH-004,P49938,Automotive,50,212.44,Road,1737,6,No,Cancelled
O14406,2023-09-13,WH-008,P84827,Toys,32,322.05,Road,1552,6,No,Delayed
O14407,2023-02-16,WH-004,P72867,Apparel,6,30.33,Rail,373,7,No,On-Time
O14408,2023-02-28,WH-001,P44901,Furniture,34,184.63,Rail,750,9,No,Delayed
O14409,2023-07-03,WH-006,P32595,Toys,45,399.22,Sea,1838,5,Yes,Delayed
O14410,2023-11-10,WH-001,P70029,Toys,46,11.97,Air,1788,13,Yes,On-Time
O14411,2023-04-27,WH-009,P94380,Groceries,24,380.93,Rail,563,11,Yes,Delayed
O14412,2023-03-03,WH-009,P83040,Automotive,27,322.34,Air,1953,1,Yes,Delayed
O14413,2023-08-24,WH-001,P27973,Apparel,47,93.74,Sea,267,10,Yes,Delayed
O14414,2023-12-04,WH-001,P87587,Toys,13,218.03,Rail,111,9,No,Cancelled
O14415,2023-10-26,WH-002,P96100,Groceries,23,425.5,Rail,1222,15,No,On-Time
O14416,2023-07-24,WH-003,P68226,Furniture,4,50.43,Air,289,6,No,Delayed
O14417,2023-02-03,WH-007,P65981,Apparel,47,59.26,Rail,376,4,No,Delayed
O14418,2023-07-20,WH-006,P12768,Automotive,20,278.2,Sea,1878,15,No,Cancelled
O14419,2023-04-23,WH-006,P66810,Groceries,48,386.19,Road,843,15,No,Delayed
O14420,2023-05-21,WH-008,P46496,Electronics,3,281.91,Road,1674,12,No,On-Time
O14421,2023-03-05,WH-009,P12043,Electronics,24,68.19,Air,709,8,No,On-Time
O14422,2023-08-22,WH-004,P77863,Electronics,44,119.24,Air,147,3,No,Cancelled
O14423,2023-03-27,WH-003,P33564,Electronics,28,102.0,Road,119,11,No,Delayed
O14424,2023-03-27,WH-010,P32069,Groceries,47,49.19,Air,1395,13,Yes,Delayed
O14425,2023-06-04,WH-001,P72732,Automotive,22,72.53,Sea,273,3,Yes,Cancelled
O14426,2023-07-14,WH-006,P22089,Toys,11,453.95,Air,857,14,No,Cancelled
O14427,2023-02-20,WH-001,P89327,Toys,49,434.86,Rail,1164,7,No,Cancelled
O14428,2023-07-18,WH-009,P28931,Electronics,44,391.96,Road,1887,13,No,Delayed
O14429,2023-12-23,WH-002,P58279,Toys,22,471.67,Air,1389,7,No,Cancelled
O14430,2023-09-21,WH-005,P61748,Toys,21,377.59,Road,368,3,Yes,Cancelled
O14431,2023-03-09,WH-004,P83963,Automotive,47,460.8,Road,129,6,Yes,Cancelled
O14432,2023-03-08,WH-010,P49431,Groceries,23,77.87,Rail,593,11,No,On-Time
O14433,2024-01-01,WH-009,P38983,Apparel,26,466.8,Sea,1263,5,No,On-Time
O14434,2023-05-26,WH-002,P40530,Electronics,49,167.66,Sea,831,7,Yes,On-Time
O14435,2023-12-03,WH-004,P18400,Furniture,9,292.38,Air,1801,9,Yes,Delayed
O14436,2023-08-03,WH-002,P13975,Electronics,10,12.77,Road,817,15,Yes,Delayed
O14437,2023-01-11,WH-002,P52224,Automotive,20,154.0,Air,1367,7,No,Delayed
O14438,2023-08-24,WH-007,P65554,Toys,1,215.02,Sea,324,8,No,Delayed
O14439,2023-08-08,WH-004,P67518,Automotive,49,421.46,Air,691,13,No,On-Time
O14440,2023-06-03,WH-009,P86920,Toys,45,7.83,Air,76,14,No,On-Time
O14441,2023-04-27,WH-006,P55053,Electronics,32,427.0,Air,1518,11,Yes,Delayed
O14442,2023-11-27,WH-004,P49581,Furniture,45,366.41,Road,1582,1,No,On-Time
O14443,2023-10-06,WH-001,P64196,Electronics,29,397.05,Road,841,14,Yes,Cancelled
O14444,2023-04-22,WH-010,P87076,Automotive,39,140.52,Road,1077,15,No,On-Time
O14445,2023-02-09,WH-002,P77586,Electronics,45,248.17,Sea,780,8,No,Delayed
O14446,2023-07-03,WH-003,P34317,Automotive,7,260.49,Sea,645,9,No,On-Time
O14447,2023-09-03,WH-007,P81052,Groceries,49,333.7,Sea,156,7,No,Cancelled
O14448,2023-08-31,WH-006,P62187,Toys,10,218.26,Air,237,5,No,On-Time
O14449,2023-08-21,WH-004,P48764,Apparel,26,339.07,Road,1769,10,No,Cancelled
O14450,2023-03-21,WH-009,P61403,Furniture,38,282.77,Road,1597,2,Yes,On-Time
O14451,2023-09-08,WH-002,P95023,Groceries,5,21.99,Rail,357,8,No,Delayed
O14452,2023-05-19,WH-002,P56062,Toys,2,202.82,Road,1365,12,No,Cancelled
O14453,2023-05-05,WH-010,P86176,Automotive,17,465.12,Sea,1677,4,No,On-Time
O14454,2023-04-17,WH-007,P73296,Apparel,21,343.11,Air,1419,8,No,On-Time
O14455,2023-07-12,WH-010,P60397,Apparel,44,47.9,Sea,323,1,No,On-Time
O14456,2023-08-21,WH-005,P78452,Automotive,32,36.07,Rail,664,10,No,Delayed
O14457,2023-11-28,WH-005,P78069,Apparel,48,338.62,Air,535,10,Yes,On-Time
O14458,2023-12-08,WH-002,P12797,Apparel,48,351.5,Rail,273,15,No,Cancelled
O14459,2023-11-25,WH-008,P39309,Electronics,44,402.58,Air,359,5,Yes,Cancelled
O14460,2023-06-21,WH-007,P19057,Automotive,15,435.43,Rail,877,9,Yes,Delayed
O14461,2023-01-28,WH-008,P39454,Electronics,8,315.18,Road,431,14,Yes,Cancelled
O14462,2023-07-09,WH-008,P82536,Apparel,49,79.23,Sea,1902,11,No,Cancelled
O14463,2023-09-08,WH-003,P46191,Automotive,37,458.44,Road,1946,4,Yes,On-Time
O14464,2023-07-03,WH-002,P46130,Toys,25,40.8,Air,1207,3,Yes,Cancelled
O14465,2023-06-26,WH-009,P64174,Electronics,44,170.2,Rail,1192,1,Yes,On-Time
O14466,2023-06-10,WH-010,P53116,Apparel,23,194.09,Rail,304,6,No,On-Time
O14467,2023-09-24,WH-001,P39404,Automotive,19,459.61,Road,317,7,No,Delayed
O14468,2023-02-19,WH-003,P19393,Electronics,20,133.02,Air,1273,13,Yes,On-Time
O14469,2023-02-25,WH-001,P60138,Toys,38,218.21,Air,404,9,No,Delayed
O14470,2023-09-11,WH-006,P54563,Furniture,45,349.76,Road,68,6,No,Cancelled
O14471,2023-04-22,WH-003,P18497,Furniture,25,41.36,Air,156,12,Yes,Delayed
O14472,2023-08-29,WH-007,P92137,Electronics,38,11.06,Road,1367,15,No,Cancelled
O14473,2023-03-01,WH-010,P61423,Electronics,16,210.01,Road,750,8,No,Delayed
O14474,2023-04-02,WH-009,P55237,Groceries,39,45.91,Air,829,13,No,Delayed
O14475,2023-04-25,WH-001,P75729,Electronics,12,309.87,Sea,1388,6,Yes,On-Time
O14476,2023-04-14,WH-009,P91337,Toys,6,116.84,Rail,1982,14,Yes,Delayed
O14477,2023-03-11,WH-002,P87658,Groceries,40,153.69,Air,900,15,Yes,Delayed
O14478,2023-03-23,WH-004,P23539,Groceries,49,451.15,Rail,565,10,Yes,Delayed
O14479,2023-10-04,WH-010,P38448,Furniture,48,123.94,Air,1246,11,Yes,Cancelled
O14480,2023-12-17,WH-006,P70008,Furniture,1,239.14,Air,1761,4,No,Cancelled
O14481,2023-03-20,WH-010,P56311,Electronics,12,405.43,Rail,1720,4,No,On-Time
O14482,2023-08-03,WH-009,P28055,Groceries,13,91.95,Rail,1702,13,No,Cancelled
O14483,2023-02-16,WH-010,P57871,Toys,33,335.4,Air,578,11,No,Delayed
O14484,2023-03-24,WH-010,P25220,Electronics,24,280.19,Sea,1313,14,Yes,Delayed
O14485,2023-05-13,WH-002,P32852,Toys,36,354.67,Rail,281,7,Yes,Cancelled
O14486,2023-06-09,WH-007,P36583,Automotive,39,318.02,Sea,683,14,Yes,Cancelled
O14487,2023-05-08,WH-002,P21875,Furniture,42,157.67,Road,1165,12,Yes,Delayed
O14488,2023-08-23,WH-009,P88896,Automotive,28,275.48,Sea,1844,11,No,Cancelled
O14489,2023-10-03,WH-008,P17659,Groceries,17,441.19,Sea,1113,1,No,On-Time
O14490,2023-08-26,WH-003,P84332,Automotive,8,318.48,Road,512,5,No,On-Time
O14491,2023-10-07,WH-006,P25536,Furniture,24,402.7,Air,950,4,Yes,Delayed
O14492,2023-05-12,WH-009,P19364,Furniture,6,136.99,Rail,1164,12,Yes,Cancelled
O14493,2023-05-03,WH-001,P64753,Toys,6,413.77,Rail,1896,9,Yes,Cancelled
O14494,2023-06-10,WH-001,P69441,Furniture,35,39.5,Air,376,4,No,Delayed
O14495,2023-01-26,WH-005,P35890,Furniture,40,26.53,Sea,1577,4,No,Delayed
O14496,2023-09-10,WH-005,P34110,Automotive,22,77.91,Rail,1677,14,No,On-Time
O14497,2023-05-13,WH-010,P74630,Groceries,44,336.13,Sea,1326,14,Yes,Delayed
O14498,2023-11-06,WH-005,P93920,Automotive,12,189.98,Road,685,6,No,Delayed
O14499,2023-10-11,WH-001,P46257,Toys,14,203.05,Sea,1746,7,No,Delayed
O14500,2023-08-24,WH-003,P36017,Apparel,7,226.19,Rail,156,13,No,Cancelled
O14501,2023-05-13,WH-004,P27630,Toys,18,278.57,Sea,924,10,No,Cancelled
O14502,2023-11-29,WH-003,P20773,Electronics,47,15.55,Rail,1874,5,Yes,Delayed
O14503,2023-11-02,WH-001,P57549,Electronics,12,32.06,Rail,1133,1,Yes,On-Time
O14504,2023-04-06,WH-009,P99029,Groceries,2,498.28,Rail,1329,7,Yes,On-Time
O14505,2023-12-30,WH-005,P29105,Groceries,15,35.08,Rail,59,10,Yes,On-Time
O14506,2023-12-13,WH-004,P76711,Electronics,16,388.62,Sea,559,4,No,On-Time
O14507,2023-04-12,WH-008,P44658,Groceries,18,332.39,Road,1833,9,Yes,Cancelled
O14508,2023-04-26,WH-005,P73461,Apparel,46,251.62,Air,335,15,No,On-Time
O14509,2023-01-10,WH-007,P45983,Electronics,26,165.1,Rail,221,13,No,Delayed
O14510,2023-12-05,WH-005,P51554,Furniture,27,483.68,Road,1460,15,No,On-Time
O14511,2023-05-07,WH-007,P80312,Groceries,40,182.04,Road,1953,3,Yes,Cancelled
O14512,2023-08-06,WH-006,P13104,Automotive,11,430.71,Road,1706,14,Yes,Delayed
O14513,2023-01-20,WH-006,P62785,Apparel,7,190.82,Road,1613,12,No,Delayed
O14514,2023-07-07,WH-007,P53232,Toys,15,153.77,Rail,800,6,Yes,On-Time
O14515,2023-08-18,WH-001,P39404,Groceries,40,349.32,Rail,1721,13,No,Cancelled
O14516,2023-12-28,WH-006,P84995,Groceries,7,446.01,Road,1269,11,No,Cancelled
O14517,2023-09-25,WH-009,P46102,Toys,47,211.81,Air,924,8,No,Cancelled
O14518,2023-02-09,WH-004,P11548,Automotive,21,92.82,Road,1782,2,Yes,Cancelled
O14519,2023-12-05,WH-002,P64723,Electronics,18,86.1,Air,1080,7,Yes,Cancelled
O14520,2023-07-08,WH-006,P73947,Apparel,35,130.08,Road,79,13,No,On-Time
O14521,2023-03-04,WH-009,P62858,Toys,48,381.04,Rail,978,12,No,Cancelled
O14522,2023-03-11,WH-010,P85103,Automotive,31,429.54,Air,271,15,Yes,On-Time
O14523,2023-01-05,WH-005,P72563,Furniture,50,131.04,Sea,490,12,No,Delayed
O14524,2023-04-07,WH-006,P15643,Furniture,1,295.51,Air,1284,1,Yes,On-Time
O14525,2023-07-08,WH-001,P23667,Groceries,42,275.94,Air,1973,12,Yes,Delayed
O14526,2023-09-15,WH-007,P10201,Groceries,12,443.3,Road,1744,4,Yes,Cancelled
O14527,2023-02-14,WH-007,P20455,Groceries,6,135.71,Air,82,13,Yes,On-Time
O14528,2023-03-11,WH-001,P81561,Groceries,14,238.28,Road,1887,7,Yes,Cancelled
O14529,2023-08-16,WH-003,P60097,Electronics,36,342.65,Rail,448,12,No,On-Time
O14530,2023-10-22,WH-003,P17258,Apparel,27,488.15,Road,1209,11,Yes,Cancelled
O14531,2023-07-15,WH-001,P25093,Toys,44,349.15,Road,1239,8,Yes,Cancelled
O14532,2023-04-27,WH-005,P62011,Electronics,17,354.04,Rail,528,7,No,On-Time
O14533,2023-03-08,WH-008,P12602,Toys,18,8.46,Road,247,8,Yes,Cancelled
O14534,2023-12-02,WH-009,P41491,Automotive,4,405.15,Air,651,1,No,Delayed
O14535,2023-07-07,WH-010,P93416,Electronics,34,223.51,Air,1659,12,No,Cancelled
O14536,2023-01-05,WH-007,P82950,Furniture,13,209.77,Rail,1494,2,No,On-Time
O14537,2023-11-04,WH-008,P91996,Groceries,29,234.47,Road,1877,1,No,Cancelled
O14538,2023-05-07,WH-007,P59200,Apparel,13,11.97,Sea,1869,6,No,Delayed
O14539,2023-12-06,WH-002,P18799,Apparel,47,470.74,Sea,916,14,No,Delayed
O14540,2023-12-26,WH-009,P53558,Groceries,46,486.07,Road,1109,13,Yes,Delayed
O14541,2023-10-15,WH-003,P57862,Apparel,48,408.87,Sea,825,4,No,Cancelled
O14542,2023-10-18,WH-003,P99160,Automotive,23,184.22,Air,330,6,No,Cancelled
O14543,2023-12-26,WH-003,P45883,Groceries,36,117.05,Air,1861,5,No,On-Time
O14544,2023-12-15,WH-004,P60448,Groceries,12,165.87,Sea,673,11,Yes,Delayed
O14545,2023-09-30,WH-001,P48758,Toys,4,119.1,Sea,1712,1,Yes,Cancelled
O14546,2023-09-26,WH-003,P83034,Toys,31,313.14,Sea,1490,4,No,Cancelled
O14547,2023-08-21,WH-003,P20248,Toys,25,211.39,Sea,360,2,No,Cancelled
O14548,2023-12-20,WH-005,P42000,Automotive,43,64.75,Sea,1386,15,No,On-Time
O14549,2023-09-12,WH-005,P49033,Automotive,33,40.48,Road,467,11,Yes,Delayed
O14550,2023-04-03,WH-007,P40260,Electronics,12,466.43,Sea,1491,4,No,Cancelled
O14551,2023-12-11,WH-008,P76072,Electronics,6,337.43,Rail,164,1,Yes,Cancelled
O14552,2023-08-23,WH-007,P76364,Automotive,3,225.48,Air,1071,9,No,On-Time
O14553,2023-04-20,WH-006,P88493,Automotive,8,204.03,Rail,181,8,No,Delayed
O14554,2023-11-01,WH-001,P64662,Automotive,16,129.77,Air,1952,12,No,Delayed
O14555,2023-03-11,WH-003,P70650,Apparel,17,142.02,Air,1171,6,Yes,Cancelled
O14556,2023-11-22,WH-009,P49743,Apparel,14,388.3,Air,245,1,Yes,Delayed
O14557,2023-10-03,WH-005,P54131,Furniture,9,433.05,Rail,384,12,No,Cancelled
O14558,2023-01-10,WH-010,P63453,Furniture,27,31.53,Sea,805,11,No,Delayed
O14559,2023-10-22,WH-010,P28882,Electronics,13,230.36,Road,612,10,Yes,Cancelled
O14560,2023-11-23,WH-003,P44611,Groceries,25,198.66,Rail,1819,12,No,On-Time
O14561,2023-01-22,WH-004,P76857,Electronics,46,81.63,Rail,1357,5,No,On-Time
O14562,2023-10-15,WH-005,P40461,Automotive,42,192.75,Road,999,7,No,Cancelled
O14563,2023-08-01,WH-010,P76229,Groceries,36,28.6,Sea,1079,1,No,Delayed
O14564,2023-03-27,WH-001,P65280,Automotive,2,208.88,Rail,574,4,No,On-Time
O14565,2023-01-11,WH-008,P45438,Furniture,30,375.51,Sea,268,4,No,Delayed
O14566,2023-09-27,WH-004,P71324,Automotive,11,152.46,Sea,257,1,Yes,On-Time
O14567,2023-01-20,WH-005,P40718,Groceries,42,143.04,Air,405,4,Yes,On-Time
O14568,2023-01-18,WH-008,P92477,Apparel,49,68.96,Road,320,3,No,Cancelled
O14569,2023-05-21,WH-010,P80957,Furniture,27,405.52,Sea,1113,7,No,Delayed
O14570,2023-11-01,WH-010,P69081,Furniture,27,166.76,Road,1211,14,No,Cancelled
O14571,2023-11-28,WH-007,P45487,Groceries,9,318.28,Air,1326,5,No,Cancelled
O14572,2023-01-26,WH-003,P94191,Toys,28,286.38,Sea,134,8,Yes,Delayed
O14573,2023-07-21,WH-003,P79012,Toys,48,256.71,Sea,1053,14,Yes,On-Time
O14574,2023-08-22,WH-003,P32640,Toys,10,401.47,Air,711,10,No,Cancelled
O14575,2023-04-26,WH-005,P35645,Electronics,24,347.13,Rail,496,13,Yes,On-Time
O14576,2023-09-01,WH-007,P72798,Automotive,7,150.42,Air,1822,3,Yes,Delayed
O14577,2023-12-01,WH-003,P94310,Electronics,40,133.18,Rail,1531,2,Yes,On-Time
O14578,2023-12-06,WH-005,P40752,Automotive,23,147.17,Air,1464,6,No,On-Time
O14579,2023-12-03,WH-009,P95654,Electronics,18,236.47,Air,342,2,Yes,Delayed
O14580,2023-12-06,WH-010,P85201,Groceries,25,346.0,Sea,1287,11,No,Cancelled
O14581,2023-04-14,WH-009,P91093,Groceries,20,20.04,Road,825,15,No,Delayed
O14582,2023-09-07,WH-004,P65345,Electronics,27,347.31,Sea,1726,14,No,Cancelled
O14583,2023-10-24,WH-002,P82798,Apparel,38,252.18,Sea,1112,3,Yes,Cancelled
O14584,2023-04-23,WH-010,P55575,Automotive,23,338.94,Rail,105,15,Yes,Cancelled
O14585,2023-12-19,WH-006,P11859,Apparel,17,172.63,Air,471,8,No,Cancelled
O14586,2023-10-03,WH-003,P15616,Groceries,43,339.38,Sea,1976,15,No,Delayed
O14587,2023-08-09,WH-009,P57225,Automotive,11,277.58,Road,1065,9,Yes,Delayed
O14588,2023-03-07,WH-006,P92380,Furniture,11,285.92,Sea,352,13,No,Cancelled
O14589,2023-07-26,WH-001,P68984,Automotive,9,436.36,Rail,788,14,No,Cancelled
O14590,2023-07-01,WH-008,P26883,Furniture,23,463.88,Rail,854,14,Yes,Cancelled
O14591,2023-12-30,WH-010,P36581,Apparel,43,211.83,Road,1351,10,Yes,Delayed
O14592,2023-03-21,WH-001,P58843,Electronics,43,99.83,Rail,1841,11,Yes,Delayed
O14593,2023-08-04,WH-002,P10895,Toys,24,304.38,Sea,1341,6,No,Delayed
O14594,2023-06-29,WH-004,P13987,Groceries,36,54.77,Sea,160,11,Yes,On-Time
O14595,2023-11-19,WH-002,P34066,Toys,35,302.83,Road,1030,12,No,Delayed
O14596,2023-02-23,WH-008,P95758,Automotive,31,6.74,Rail,1094,14,Yes,Cancelled
O14597,2023-01-21,WH-003,P98550,Automotive,3,72.18,Rail,1757,4,No,Delayed
O14598,2023-01-16,WH-001,P28346,Automotive,50,459.51,Rail,404,11,Yes,Delayed
O14599,2023-03-10,WH-001,P54044,Electronics,28,246.13,Road,58,9,Yes,Delayed
O14600,2023-07-11,WH-004,P99530,Groceries,43,436.96,Air,808,13,No,On-Time
O14601,2023-11-24,WH-002,P20167,Furniture,15,435.11,Sea,529,14,No,Cancelled
O14602,2023-06-23,WH-001,P34388,Furniture,49,57.81,Air,474,3,No,Delayed
O14603,2023-05-05,WH-009,P25687,Apparel,31,106.96,Road,1240,13,Yes,Delayed
O14604,2023-01-23,WH-006,P56612,Furniture,42,69.23,Air,368,14,Yes,Delayed
O14605,2023-06-01,WH-010,P40107,Electronics,50,259.9,Air,1290,3,Yes,Delayed
O14606,2023-01-18,WH-001,P67147,Automotive,48,116.41,Air,981,9,No,Cancelled
O14607,2023-04-20,WH-004,P44280,Automotive,44,271.71,Road,432,6,Yes,On-Time
O14608,2023-09-17,WH-009,P88562,Toys,5,158.56,Rail,1342,7,No,On-Time
O14609,2023-12-18,WH-010,P26307,Toys,43,193.21,Air,1587,2,Yes,On-Time
O14610,2023-01-22,WH-001,P38997,Automotive,18,498.4,Sea,1702,7,Yes,On-Time
O14611,2023-09-05,WH-007,P97229,Automotive,49,137.17,Rail,389,9,No,On-Time
O14612,2023-03-18,WH-006,P65687,Groceries,38,305.84,Rail,680,1,Yes,Cancelled
O14613,2023-01-11,WH-010,P10254,Groceries,20,289.97,Road,323,5,Yes,Cancelled
O14614,2023-08-05,WH-003,P37956,Groceries,39,423.58,Air,993,11,No,Cancelled
O14615,2023-04-27,WH-001,P50682,Toys,36,172.01,Rail,1285,14,No,On-Time
O14616,2023-05-09,WH-003,P81970,Groceries,44,470.16,Air,1075,8,Yes,Cancelled
O14617,2023-11-10,WH-009,P11566,Electronics,10,489.57,Rail,1113,9,Yes,On-Time
O14618,2023-04-04,WH-008,P77885,Furniture,33,448.29,Rail,585,1,Yes,Delayed
O14619,2023-09-28,WH-001,P24383,Apparel,8,417.51,Air,677,1,No,Cancelled
O14620,2023-02-25,WH-005,P86614,Groceries,14,159.84,Road,383,13,Yes,On-Time
O14621,2023-09-04,WH-003,P28152,Apparel,33,117.74,Road,1480,13,Yes,On-Time
O14622,2023-06-05,WH-004,P17664,Groceries,9,312.49,Air,1316,7,No,Delayed
O14623,2023-11-13,WH-010,P93421,Groceries,28,434.65,Sea,1277,3,Yes,Delayed
O14624,2023-02-22,WH-008,P64546,Automotive,15,217.48,Sea,1052,4,Yes,On-Time
O14625,2023-11-24,WH-001,P86112,Automotive,49,260.98,Sea,1244,3,Yes,Delayed
O14626,2023-05-25,WH-004,P21941,Electronics,14,356.82,Air,1502,7,Yes,Cancelled
O14627,2023-12-07,WH-002,P51546,Groceries,22,8.55,Road,1936,8,Yes,On-Time
O14628,2023-05-17,WH-009,P82557,Apparel,31,372.57,Air,1304,6,No,On-Time
O14629,2023-06-06,WH-006,P92271,Electronics,39,259.1,Sea,385,7,No,Delayed
O14630,2023-12-13,WH-010,P47111,Automotive,33,368.83,Sea,75,7,No,Cancelled
O14631,2023-07-13,WH-010,P26576,Apparel,48,289.81,Road,1434,13,Yes,Delayed
O14632,2023-03-07,WH-003,P17235,Toys,25,342.55,Sea,243,3,Yes,Cancelled
O14633,2023-07-03,WH-003,P70868,Electronics,22,13.03,Sea,1549,4,Yes,Cancelled
O14634,2023-05-30,WH-009,P52107,Toys,3,169.5,Air,351,14,Yes,On-Time
O14635,2023-07-11,WH-004,P20834,Apparel,19,110.92,Air,1186,7,No,Cancelled
O14636,2023-06-21,WH-006,P77299,Electronics,4,164.94,Road,1600,11,No,Delayed
O14637,2023-01-09,WH-004,P81218,Groceries,29,208.94,Air,1137,8,Yes,Cancelled
O14638,2023-12-22,WH-007,P44819,Electronics,50,413.82,Sea,1380,13,No,On-Time
O14639,2023-11-14,WH-006,P98841,Groceries,33,394.57,Road,879,9,No,Cancelled
O14640,2023-03-27,WH-010,P28823,Apparel,17,140.64,Sea,629,13,No,Cancelled
O14641,2023-06-27,WH-009,P29976,Groceries,7,453.28,Sea,1002,9,No,Delayed
O14642,2023-01-19,WH-007,P13871,Furniture,47,133.65,Road,1371,10,No,On-Time
O14643,2023-07-01,WH-010,P83072,Automotive,43,355.09,Rail,150,15,No,On-Time
O14644,2023-02-17,WH-005,P47732,Toys,22,462.12,Air,460,6,Yes,Cancelled
O14645,2023-08-08,WH-006,P40581,Groceries,2,112.85,Road,406,5,No,On-Time
O14646,2023-09-14,WH-005,P50116,Apparel,9,420.01,Rail,739,13,Yes,Delayed
O14647,2023-05-24,WH-007,P98174,Automotive,48,410.46,Rail,505,13,Yes,Delayed
O14648,2023-09-05,WH-002,P57668,Electronics,40,104.2,Rail,1916,3,Yes,On-Time
O14649,2023-07-04,WH-005,P34809,Toys,36,265.58,Air,964,3,Yes,Delayed
O14650,2023-04-15,WH-003,P39749,Automotive,9,455.52,Road,1844,3,Yes,Delayed
O14651,2023-10-26,WH-006,P84797,Groceries,10,84.16,Road,1081,15,Yes,Delayed
O14652,2023-04-26,WH-008,P29625,Apparel,35,394.17,Rail,1356,8,No,Cancelled
O14653,2023-07-15,WH-003,P87201,Furniture,49,334.33,Rail,272,9,No,Delayed
O14654,2023-12-30,WH-009,P46345,Apparel,32,465.07,Sea,1775,13,Yes,Delayed
O14655,2023-03-23,WH-002,P58982,Apparel,30,393.45,Sea,1991,4,Yes,Delayed
O14656,2023-04-05,WH-004,P22320,Furniture,17,157.35,Sea,715,8,Yes,Cancelled
O14657,2023-01-23,WH-009,P30382,Toys,3,384.18,Sea,121,12,No,On-Time
O14658,2023-06-12,WH-006,P10329,Groceries,42,355.25,Sea,231,10,No,Cancelled
O14659,2023-01-25,WH-003,P20183,Apparel,34,254.85,Air,1956,3,Yes,Delayed
O14660,2023-03-29,WH-009,P61097,Automotive,16,190.65,Air,284,5,No,Delayed
O14661,2023-06-08,WH-008,P21423,Toys,48,14.15,Sea,1458,8,No,On-Time
O14662,2023-08-13,WH-002,P52730,Toys,50,196.2,Air,1082,5,Yes,On-Time
O14663,2023-06-20,WH-008,P88195,Electronics,20,463.69,Rail,966,15,Yes,On-Time
O14664,2023-05-21,WH-007,P79215,Toys,42,152.51,Sea,740,6,Yes,Cancelled
O14665,2023-04-23,WH-004,P54334,Groceries,3,129.21,Sea,904,4,Yes,Delayed
O14666,2023-09-07,WH-009,P86416,Toys,42,453.81,Road,773,8,Yes,On-Time
O14667,2023-01-03,WH-010,P26948,Electronics,49,264.89,Sea,602,14,Yes,Delayed
O14668,2023-12-02,WH-010,P67006,Automotive,33,96.34,Road,435,4,Yes,Delayed
O14669,2023-07-31,WH-009,P62182,Automotive,12,148.29,Air,1294,11,Yes,On-Time
O14670,2023-10-20,WH-009,P55100,Automotive,37,89.03,Sea,1712,2,No,Delayed
O14671,2023-09-13,WH-004,P45930,Automotive,16,108.15,Air,1322,13,No,Delayed
O14672,2023-11-24,WH-004,P30551,Groceries,43,98.9,Sea,1249,10,Yes,On-Time
O14673,2023-03-10,WH-001,P91754,Apparel,12,21.75,Air,652,3,Yes,Cancelled
O14674,2023-03-29,WH-002,P48995,Furniture,17,400.0,Rail,450,11,No,Cancelled
O14675,2023-04-15,WH-005,P22594,Groceries,3,74.73,Air,1192,5,Yes,On-Time
O14676,2023-03-22,WH-006,P48383,Apparel,36,432.2,Sea,1845,10,Yes,Delayed
O14677,2023-04-08,WH-010,P33522,Toys,38,204.38,Sea,1491,1,Yes,On-Time
O14678,2023-02-14,WH-010,P77856,Toys,32,136.68,Sea,696,8,No,Cancelled
O14679,2023-04-27,WH-009,P95191,Automotive,31,431.17,Road,1993,2,Yes,Delayed
O14680,2023-07-31,WH-009,P93935,Groceries,13,256.76,Road,755,6,Yes,Delayed
O14681,2023-09-14,WH-003,P69381,Toys,28,257.78,Road,1031,3,Yes,On-Time
O14682,2023-12-28,WH-010,P23393,Furniture,36,201.33,Sea,1816,10,No,Delayed
O14683,2023-07-02,WH-005,P61146,Furniture,22,62.52,Air,149,13,Yes,Delayed
O14684,2024-01-01,WH-010,P47319,Furniture,1,186.74,Air,578,1,No,On-Time
O14685,2023-12-29,WH-006,P42048,Groceries,23,366.68,Air,108,15,Yes,On-Time
O14686,2023-10-23,WH-007,P18007,Toys,16,229.35,Road,1117,2,No,Cancelled
O14687,2023-07-03,WH-010,P80917,Apparel,18,209.6,Air,153,10,No,Delayed
O14688,2023-02-25,WH-004,P88224,Furniture,45,25.5,Air,1685,7,Yes,Delayed
O14689,2023-12-10,WH-006,P80408,Toys,50,193.99,Sea,1522,9,Yes,Cancelled
O14690,2023-05-27,WH-005,P23026,Toys,18,372.5,Road,1690,8,No,Delayed
O14691,2023-12-03,WH-007,P40530,Apparel,43,322.12,Air,1400,5,No,Cancelled
O14692,2023-12-17,WH-005,P42621,Automotive,17,90.44,Air,344,14,Yes,Cancelled
O14693,2023-08-24,WH-001,P81610,Groceries,48,169.84,Rail,680,12,No,Cancelled
O14694,2023-03-01,WH-002,P54618,Electronics,2,232.42,Air,432,2,No,On-Time
O14695,2023-04-18,WH-001,P85598,Toys,28,357.51,Air,931,1,No,On-Time
O14696,2023-01-20,WH-010,P93512,Electronics,28,422.37,Sea,1765,6,Yes,Delayed
O14697,2023-03-06,WH-005,P22214,Apparel,47,452.97,Air,551,7,No,Cancelled
